title,date,startAt,endAt,description,executionMode,projects,lifeArea
Неизвестно,2025-07-24,12:00,12:15,,SELF,Бытовые дела,Уход за собой
Неизвестно,2025-07-24,12:15,12:30,,SELF,Бытовые дела,Уход за собой
Неизвестно,2025-07-24,12:30,12:45,,SELF,Бытовые дела,Уход за собой
Неизвестно,2025-07-24,12:45,13:00,,SELF,Бытовые дела,Уход за собой
Работа над заказом KNAV,2025-07-24,13:00,13:15,,SELF,Работа KNAV,Мощное творчество
Работа над заказом KNAV,2025-07-24,13:15,13:30,,SELF,Работа KNAV,Мощное творчество
Отдых,2025-07-24,13:30,13:45,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-24,13:45,14:00,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-24,14:00,14:15,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-24,14:15,14:30,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-24,14:30,14:45,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-24,14:45,15:00,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-24,15:00,15:15,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-24,15:15,15:30,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-24,15:30,15:45,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-24,15:45,16:00,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-24,16:00,16:15,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-24,16:15,16:30,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-24,16:30,16:45,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-24,16:45,17:00,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-24,17:00,17:15,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-24,17:15,17:30,,SELF,Отдых и развлечения,Уход за собой
Сон,2025-07-24,17:30,17:45,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-24,17:45,18:00,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-25,00:00,00:15,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-25,00:15,00:30,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-25,00:30,00:45,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-25,00:45,01:00,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-25,01:00,01:15,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-25,01:15,01:30,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-25,01:30,01:45,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-25,01:45,02:00,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-25,02:00,02:15,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-25,02:15,02:30,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-25,02:30,02:45,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-25,02:45,03:00,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-25,03:00,03:15,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-25,03:15,03:30,,SELF,Сон и восстановление,Уход за собой
Подъём,2025-07-25,03:30,03:45,,SELF,Сон и восстановление,Уход за собой
Утренняя раскачка,2025-07-25,03:45,04:00,,SELF,Здоровье и спорт,Крепкое здоровье
Утренняя раскачка,2025-07-25,04:00,04:15,,SELF,Здоровье и спорт,Крепкое здоровье
Завтрак,2025-07-25,04:15,04:30,,SELF,Питание,Уход за собой
Завтрак,2025-07-25,04:30,04:45,,SELF,Питание,Уход за собой
Неизвестно,2025-07-25,04:45,05:00,,SELF,Бытовые дела,Уход за собой
Неизвестно,2025-07-25,05:00,05:15,,SELF,Бытовые дела,Уход за собой
Неизвестно,2025-07-25,05:15,05:30,,SELF,Бытовые дела,Уход за собой
Неизвестно,2025-07-25,05:30,05:45,,SELF,Бытовые дела,Уход за собой
Неизвестно,2025-07-25,05:45,06:00,,SELF,Бытовые дела,Уход за собой
Неизвестно,2025-07-25,06:00,06:15,,SELF,Бытовые дела,Уход за собой
Неизвестно,2025-07-25,06:15,06:30,,SELF,Бытовые дела,Уход за собой
Неизвестно,2025-07-25,06:30,06:45,,SELF,Бытовые дела,Уход за собой
Неизвестно,2025-07-25,06:45,07:00,,SELF,Бытовые дела,Уход за собой
Неизвестно,2025-07-25,07:00,07:15,,SELF,Бытовые дела,Уход за собой
Неизвестно,2025-07-25,07:15,07:30,,SELF,Бытовые дела,Уход за собой
в дороге,2025-07-25,07:30,07:45,,SELF,Бытовые дела,Уход за собой
в дороге,2025-07-25,07:45,08:00,,SELF,Бытовые дела,Уход за собой
в дороге,2025-07-25,08:00,08:15,,SELF,Бытовые дела,Уход за собой
в дороге,2025-07-25,08:15,08:30,,SELF,Бытовые дела,Уход за собой
Стоматолог,2025-07-25,08:30,08:45,,SELF,Здоровье и спорт,Крепкое здоровье
Стоматолог,2025-07-25,08:45,09:00,,SELF,Здоровье и спорт,Крепкое здоровье
Стоматолог,2025-07-25,09:00,09:15,,SELF,Здоровье и спорт,Крепкое здоровье
Стоматолог,2025-07-25,09:15,09:30,,SELF,Здоровье и спорт,Крепкое здоровье
Стоматолог,2025-07-25,09:30,09:45,,SELF,Здоровье и спорт,Крепкое здоровье
Стоматолог,2025-07-25,09:45,10:00,,SELF,Здоровье и спорт,Крепкое здоровье
в дороге,2025-07-25,10:00,10:15,,SELF,Бытовые дела,Уход за собой
в дороге,2025-07-25,10:15,10:30,,SELF,Бытовые дела,Уход за собой
в дороге,2025-07-25,10:30,10:45,,SELF,Бытовые дела,Уход за собой
в дороге,2025-07-25,10:45,11:00,,SELF,Бытовые дела,Уход за собой
Отдых,2025-07-25,11:00,11:15,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-25,11:15,11:30,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-25,11:30,11:45,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-25,11:45,12:00,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-25,12:00,12:15,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-25,12:15,12:30,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-25,12:30,12:45,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-25,12:45,13:00,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-25,13:00,13:15,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-25,13:15,13:30,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-25,13:30,13:45,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-25,13:45,14:00,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-25,14:00,14:15,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-25,14:15,14:30,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-25,14:30,14:45,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-25,14:45,15:00,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-25,15:00,15:15,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-25,15:15,15:30,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-25,15:30,15:45,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-25,15:45,16:00,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-25,16:00,16:15,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-25,16:15,16:30,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-25,16:30,16:45,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-25,16:45,17:00,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-25,17:00,17:15,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-25,17:15,17:30,,SELF,Отдых и развлечения,Уход за собой
Сон,2025-07-25,17:30,17:45,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-25,17:45,18:00,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-26,00:00,00:15,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-26,00:15,00:30,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-26,00:30,00:45,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-26,00:45,01:00,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-26,01:00,01:15,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-26,01:15,01:30,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-26,01:30,01:45,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-26,01:45,02:00,,SELF,Сон и восстановление,Уход за собой
Подъём,2025-07-26,02:00,02:15,,SELF,Сон и восстановление,Уход за собой
Подъём,2025-07-26,02:15,02:30,,SELF,Сон и восстановление,Уход за собой
Неизвестно,2025-07-26,02:30,02:45,,SELF,Бытовые дела,Уход за собой
Неизвестно,2025-07-26,02:45,03:00,,SELF,Бытовые дела,Уход за собой
Неизвестно,2025-07-26,03:00,03:15,,SELF,Бытовые дела,Уход за собой
Неизвестно,2025-07-26,03:15,03:30,,SELF,Бытовые дела,Уход за собой
Неизвестно,2025-07-26,03:30,03:45,,SELF,Бытовые дела,Уход за собой
Неизвестно,2025-07-26,03:45,04:00,,SELF,Бытовые дела,Уход за собой
Неизвестно,2025-07-26,04:00,04:15,,SELF,Бытовые дела,Уход за собой
Неизвестно,2025-07-26,04:15,04:30,,SELF,Бытовые дела,Уход за собой
Неизвестно,2025-07-26,04:30,04:45,,SELF,Бытовые дела,Уход за собой
Неизвестно,2025-07-26,04:45,05:00,,SELF,Бытовые дела,Уход за собой
Неизвестно,2025-07-26,05:00,05:15,,SELF,Бытовые дела,Уход за собой
Неизвестно,2025-07-26,05:15,05:30,,SELF,Бытовые дела,Уход за собой
Неизвестно,2025-07-26,05:30,05:45,,SELF,Бытовые дела,Уход за собой
Неизвестно,2025-07-26,05:45,06:00,,SELF,Бытовые дела,Уход за собой
Хастл,2025-07-26,06:00,06:15,,SELF,Подработка и финансы,Мощное творчество
Хастл,2025-07-26,06:15,06:30,,SELF,Подработка и финансы,Мощное творчество
Хастл,2025-07-26,06:30,06:45,,SELF,Подработка и финансы,Мощное творчество
Хастл,2025-07-26,06:45,07:00,,SELF,Подработка и финансы,Мощное творчество
Хастл,2025-07-26,07:00,07:15,,SELF,Подработка и финансы,Мощное творчество
Хастл,2025-07-26,07:15,07:30,,SELF,Подработка и финансы,Мощное творчество
Хастл,2025-07-26,07:30,07:45,,SELF,Подработка и финансы,Мощное творчество
Хастл,2025-07-26,07:45,08:00,,SELF,Подработка и финансы,Мощное творчество
Отдых,2025-07-26,08:00,08:15,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-26,08:15,08:30,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-26,08:30,08:45,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-26,08:45,09:00,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-26,09:00,09:15,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-26,09:15,09:30,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-26,09:30,09:45,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-26,09:45,10:00,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-26,10:00,10:15,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-26,10:15,10:30,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-26,10:30,10:45,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-26,10:45,11:00,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-26,11:00,11:15,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-26,11:15,11:30,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-26,11:30,11:45,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-26,11:45,12:00,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-26,12:00,12:15,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-26,12:15,12:30,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-26,12:30,12:45,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-26,12:45,13:00,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-26,13:00,13:15,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-26,13:15,13:30,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-26,13:30,13:45,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-26,13:45,14:00,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-26,14:00,14:15,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-26,14:15,14:30,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-26,14:30,14:45,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-26,14:45,15:00,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-26,15:00,15:15,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-26,15:15,15:30,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-26,15:30,15:45,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-26,15:45,16:00,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-26,16:00,16:15,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-26,16:15,16:30,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-26,16:30,16:45,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-26,16:45,17:00,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-26,17:00,17:15,,SELF,Отдых и развлечения,Уход за собой
Отдых,2025-07-26,17:15,17:30,,SELF,Отдых и развлечения,Уход за собой
Сон,2025-07-26,17:30,17:45,,SELF,Сон и восстановление,Уход за собой
Сон,2025-07-26,17:45,18:00,,SELF,Сон и восстановление,Уход за собой
KNAV,2025-08-03,00:00,00:15,,SELF,Работа KNAV,Мощное творчество
Цели и метрики,2025-08-03,01:45,02:00,,SELF,Планирование и рефлексия,Мощное творчество
Подготовка Теории Java,2025-08-03,02:00,02:15,,SELF,Обучение профессии QA-инженер,Мощное творчество
AI.WOLF,2025-08-03,02:15,02:30,,SELF,Разработка WOLF,Мощное творчество
Крестики-нолики Java,2025-08-03,02:30,02:45,,SELF,Обучение профессии QA-инженер,Мощное творчество
Чтение,2025-08-03,03:15,03:30,,SELF,Отдых и развлечения,Мощное творчество
Написание текстов,2025-08-03,03:30,03:45,,SELF,Общее,Мощное творчество
Музыкальные занятия,2025-08-03,03:45,04:00,,SELF,Обучение профессии музыкант,Мощное творчество
Сон,2025-08-04,01:00,01:15,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-04,01:15,01:30,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-04,01:30,01:45,,SELF,Сон и восстановление,Уход за собой
Подъём,2025-08-04,01:45,02:00,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-04,02:00,02:15,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-04,02:15,02:30,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-04,02:30,02:45,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-04,02:45,03:00,,SELF,Сон и восстановление,Уход за собой
Завтрак,2025-08-04,03:00,03:15,,SELF,Питание,Уход за собой
-/-,2025-08-04,03:15,03:30,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-04,03:30,03:45,,SELF,Сон и восстановление,Уход за собой
Сон,2025-08-05,01:00,01:15,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-05,01:15,01:30,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-05,01:30,01:45,,SELF,Сон и восстановление,Уход за собой
Подъём,2025-08-05,01:45,02:00,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-05,02:00,02:15,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-05,02:15,02:30,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-05,02:30,02:45,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-05,02:45,03:00,,SELF,Сон и восстановление,Уход за собой
Завтрак,2025-08-05,03:00,03:15,,SELF,Питание,Уход за собой
-/-,2025-08-05,03:15,03:30,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-05,03:30,03:45,,SELF,Сон и восстановление,Уход за собой
в дороге,2025-08-05,06:30,06:45,,SELF,Бытовые дела,Уход за собой
-/-,2025-08-05,06:45,07:00,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-05,07:00,07:15,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-05,07:15,07:30,,SELF,Сон и восстановление,Уход за собой
прием,2025-08-05,07:30,07:45,,SELF,Бытовые дела,Уход за собой
-/-,2025-08-05,07:45,08:00,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-05,08:00,08:15,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-05,08:15,08:30,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-05,08:30,08:45,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-05,08:45,09:00,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-05,09:00,09:15,,SELF,Сон и восстановление,Уход за собой
в дороге,2025-08-05,09:15,09:30,,SELF,Бытовые дела,Уход за собой
-/-,2025-08-05,09:30,09:45,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-05,09:45,10:00,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-05,10:00,10:15,,SELF,Сон и восстановление,Уход за собой
Подготовка Теории Java,2025-08-05,12:30,12:45,,SELF,Обучение профессии QA-инженер,Мощное творчество
-/-,2025-08-05,12:45,13:00,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-05,13:00,13:15,,SELF,Сон и восстановление,Уход за собой
Сон,2025-08-06,01:00,01:15,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-06,01:15,01:30,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-06,01:30,01:45,,SELF,Сон и восстановление,Уход за собой
Подъём,2025-08-06,01:45,02:00,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-06,02:00,02:15,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-06,02:15,02:30,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-06,02:30,02:45,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-06,02:45,03:00,,SELF,Сон и восстановление,Уход за собой
Завтрак,2025-08-06,03:00,03:15,,SELF,Питание,Уход за собой
-/-,2025-08-06,03:15,03:30,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-06,03:30,03:45,,SELF,Сон и восстановление,Уход за собой
в дороге,2025-08-06,08:00,08:15,,SELF,Бытовые дела,Уход за собой
-/-,2025-08-06,08:15,08:30,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-06,08:30,08:45,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-06,08:45,09:00,,SELF,Сон и восстановление,Уход за собой
Занятия Экстрим-вокал,2025-08-06,09:00,09:15,,SELF,Обучение профессии музыкант,Мощное творчество
-/-,2025-08-06,09:15,09:30,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-06,09:30,09:45,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-06,09:45,10:00,,SELF,Сон и восстановление,Уход за собой
в дороге,2025-08-06,10:00,10:15,,SELF,Бытовые дела,Уход за собой
-/-,2025-08-06,10:15,10:30,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-06,10:30,10:45,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-06,10:45,11:00,,SELF,Сон и восстановление,Уход за собой
Сон,2025-08-07,01:00,01:15,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-07,01:15,01:30,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-07,01:30,01:45,,SELF,Сон и восстановление,Уход за собой
Подъём,2025-08-07,01:45,02:00,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-07,02:00,02:15,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-07,02:15,02:30,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-07,02:30,02:45,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-07,02:45,03:00,,SELF,Сон и восстановление,Уход за собой
Завтрак,2025-08-07,03:00,03:15,,SELF,Питание,Уход за собой
-/-,2025-08-07,03:15,03:30,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-07,03:30,03:45,,SELF,Сон и восстановление,Уход за собой
Сон,2025-08-08,01:00,01:15,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-08,01:15,01:30,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-08,01:30,01:45,,SELF,Сон и восстановление,Уход за собой
Подъём,2025-08-08,01:45,02:00,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-08,02:00,02:15,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-08,02:15,02:30,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-08,02:30,02:45,,SELF,Сон и восстановление,Уход за собой
в дороге,2025-08-08,02:45,03:00,,SELF,Бытовые дела,Уход за собой
-/-,2025-08-08,03:00,03:15,,SELF,Сон и восстановление,Уход за собой
Спортзал,2025-08-08,03:15,03:30,,SELF,Здоровье и спорт,Крепкое здоровье
-/-,2025-08-08,03:30,03:45,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-08,03:45,04:00,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-08,04:00,04:15,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-08,04:15,04:30,,SELF,Сон и восстановление,Уход за собой
в дороге,2025-08-08,04:30,04:45,,SELF,Бытовые дела,Уход за собой
-/-,2025-08-08,04:45,05:00,,SELF,Сон и восстановление,Уход за собой
Отдых,2025-08-08,05:00,05:15,,SELF,Отдых и развлечения,Уход за собой
-/-,2025-08-08,05:15,05:30,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-08,05:30,05:45,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-08,05:45,06:00,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-08,06:00,06:15,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-08,06:15,06:30,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-08,06:30,06:45,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-08,06:45,07:00,,SELF,Сон и восстановление,Уход за собой
Сон,2025-08-11,01:00,01:15,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-11,01:15,01:30,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-11,01:30,01:45,,SELF,Сон и восстановление,Уход за собой
Подъём,2025-08-11,01:45,02:00,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-11,02:00,02:15,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-11,02:15,02:30,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-11,02:30,02:45,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-11,02:45,03:00,,SELF,Сон и восстановление,Уход за собой
Завтрак,2025-08-11,03:00,03:15,,SELF,Питание,Уход за собой
-/-,2025-08-11,03:15,03:30,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-11,03:30,03:45,,SELF,Сон и восстановление,Уход за собой
Музыкальные занятия,2025-08-11,05:00,05:15,,SELF,Обучение профессии музыкант,Мощное творчество
Музыкальные занятия,2025-08-11,05:15,05:30,,SELF,Обучение профессии музыкант,Мощное творчество
Музыкальные занятия,2025-08-11,05:30,05:45,,SELF,Обучение профессии музыкант,Мощное творчество
Музыкальные занятия,2025-08-11,05:45,06:00,,SELF,Обучение профессии музыкант,Мощное творчество
Помогаю брату строить дом,2025-08-11,08:00,08:15,,SELF,Бытовые дела,Уход за собой
Помогаю брату строить дом,2025-08-11,08:15,08:30,,SELF,Бытовые дела,Уход за собой
Помогаю брату строить дом,2025-08-11,08:30,08:45,,SELF,Бытовые дела,Уход за собой
Помогаю брату строить дом,2025-08-11,08:45,09:00,,SELF,Бытовые дела,Уход за собой
Помогаю брату строить дом,2025-08-11,09:00,09:15,,SELF,Бытовые дела,Уход за собой
Помогаю брату строить дом,2025-08-11,09:15,09:30,,SELF,Бытовые дела,Уход за собой
Помогаю брату строить дом,2025-08-11,09:30,09:45,,SELF,Бытовые дела,Уход за собой
Помогаю брату строить дом,2025-08-11,09:45,10:00,,SELF,Бытовые дела,Уход за собой
Помогаю брату строить дом,2025-08-11,10:00,10:15,,SELF,Бытовые дела,Уход за собой
Помогаю брату строить дом,2025-08-11,10:15,10:30,,SELF,Бытовые дела,Уход за собой
Помогаю брату строить дом,2025-08-11,10:30,10:45,,SELF,Бытовые дела,Уход за собой
Помогаю брату строить дом,2025-08-11,10:45,11:00,,SELF,Бытовые дела,Уход за собой
Помогаю брату строить дом,2025-08-11,11:00,11:15,,SELF,Бытовые дела,Уход за собой
Помогаю брату строить дом,2025-08-11,11:15,11:30,,SELF,Бытовые дела,Уход за собой
Помогаю брату строить дом,2025-08-11,11:30,11:45,,SELF,Бытовые дела,Уход за собой
Помогаю брату строить дом,2025-08-11,11:45,12:00,,SELF,Бытовые дела,Уход за собой
Помогаю брату строить дом,2025-08-11,12:00,12:15,,SELF,Бытовые дела,Уход за собой
Помогаю брату строить дом,2025-08-11,12:15,12:30,,SELF,Бытовые дела,Уход за собой
Помогаю брату строить дом,2025-08-11,12:30,12:45,,SELF,Бытовые дела,Уход за собой
Помогаю брату строить дом,2025-08-11,12:45,13:00,,SELF,Бытовые дела,Уход за собой
Помогаю брату строить дом,2025-08-11,13:00,13:15,,SELF,Бытовые дела,Уход за собой
Помогаю брату строить дом,2025-08-11,13:15,13:30,,SELF,Бытовые дела,Уход за собой
Помогаю брату строить дом,2025-08-11,13:30,13:45,,SELF,Бытовые дела,Уход за собой
Помогаю брату строить дом,2025-08-11,13:45,14:00,,SELF,Бытовые дела,Уход за собой
Помогаю брату строить дом,2025-08-11,14:00,14:15,,SELF,Бытовые дела,Уход за собой
Помогаю брату строить дом,2025-08-11,14:15,14:30,,SELF,Бытовые дела,Уход за собой
Помогаю брату строить дом,2025-08-11,14:30,14:45,,SELF,Бытовые дела,Уход за собой
Помогаю брату строить дом,2025-08-11,14:45,15:00,,SELF,Бытовые дела,Уход за собой
Помогаю брату строить дом,2025-08-11,15:00,15:15,,SELF,Бытовые дела,Уход за собой
Помогаю брату строить дом,2025-08-11,15:15,15:30,,SELF,Бытовые дела,Уход за собой
Помогаю брату строить дом,2025-08-11,15:30,15:45,,SELF,Бытовые дела,Уход за собой
Помогаю брату строить дом,2025-08-11,15:45,16:00,,SELF,Бытовые дела,Уход за собой
Помогаю брату строить дом,2025-08-11,16:00,16:15,,SELF,Бытовые дела,Уход за собой
Помогаю брату строить дом,2025-08-11,16:15,16:30,,SELF,Бытовые дела,Уход за собой
Помогаю брату строить дом,2025-08-11,16:30,16:45,,SELF,Бытовые дела,Уход за собой
Помогаю брату строить дом,2025-08-11,16:45,17:00,,SELF,Бытовые дела,Уход за собой
Помогаю брату строить дом,2025-08-11,17:00,17:15,,SELF,Бытовые дела,Уход за собой
Сон,2025-08-12,01:00,01:15,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-12,01:15,01:30,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-12,01:30,01:45,,SELF,Сон и восстановление,Уход за собой
Подъём,2025-08-12,01:45,02:00,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-12,02:00,02:15,,SELF,Сон и восстановление,Уход за собой
-/-,2025-08-12,02:15,02:30,,SELF,Сон и восстановление,Уход за собой
